eta_b_leading,pt_l1,pt_l2,pt_l_leading,pt_l_trailing,eta_l1,eta_l2,eta_l_leading,eta_l_trailing,pt_ll,m_ll,DeltaPhi_ll,DeltaEta_ll,pt_b_leading,pt_b_trailing,eta_b_leading,eta_b_trailing,pt_bb,m_bb,
-0.146558,167.172,177.158,177.158,167.172,-2.00289,-0.168444,-0.168444,-2.00289,13.3342,499.328,3.19295,1.83445,391.694,235.364,-0.146558,-0.0414827,179.667,601.697,
0.24447,161.288,63.8351,161.288,63.8351,0.37339,1.58227,0.37339,1.58227,188.841,178.856,1.29677,-1.20888,934.609,66.3993,0.24447,0.685722,876.721,495.959,
0.174498,50.6316,458.193,458.193,50.6316,-0.858714,-0.26329,-0.26329,-0.858714,411.995,312.462,2.74318,0.595424,135.405,100.458,0.174498,-1.71304,39.6772,344.725,
1.39013,29.8857,32.1335,32.1335,29.8857,1.71335,-1.94423,-1.94423,1.71335,45.2131,192.707,1.50906,-0.230871,113.424,104.307,1.39013,-1.88815,40.447,580.109,
1.53713,54.0085,69.6162,69.6162,54.0085,0.307838,0.828465,0.828465,0.307838,123.166,33.9953,0.173793,-0.520627,758.079,321.64,1.53713,1.20742,454.097,993.208,
0.413718,178.437,61.3678,178.437,61.3678,0.908634,0.72028,0.908634,0.72028,132.499,200.848,2.53952,0.188354,516.251,73.1973,0.413718,-0.233905,449.067,403.013,
-0.220747,56.2046,74.8228,74.8228,56.2046,1.4507,0.331966,0.331966,1.4507,18.8338,150.497,3.09777,1.11874,360.268,253.584,-0.220747,1.80513,128.613,939.393,
-1.23875,60.1151,119.922,119.922,60.1151,-0.977621,-0.315036,-0.315036,-0.977621,69.349,175.745,3.55807,0.662584,381.495,181.944,-1.23875,0.210978,200.292,671.4,
0.623494,362.335,228.004,362.335,228.004,-0.790666,0.751473,-0.790666,0.751473,137.063,753.886,3.04681,0.0391931,391.74,159.207,0.623494,-0.555162,235.779,587.55,
0.728381,78.5445,144.267,144.267,78.5445,-1.1416,-0.335495,-0.335495,-1.1416,65.7911,230.407,3.16973,0.806103,354.523,54.2286,0.728381,-1.884,300.337,549.561,
1.38464,68.0566,113.754,113.754,68.0566,1.29594,0.298216,0.298216,1.29594,52.1931,196.719,2.85401,0.997725,625.733,158.317,1.38464,0.701336,476.115,660.556,
0.943675,195.944,137.27,195.944,137.27,1.02568,0.959921,1.02568,0.959921,98.0782,318.635,2.65767,0.0657554,492.206,113.513,0.943675,1.17886,393.482,464.013,
-1.18373,196.72,115.09,196.72,115.09,-0.166229,-1.64391,-0.166229,-1.64391,91.6686,384.624,3.41969,-1.47768,428.633,306.422,-1.18373,0.939764,132.078,1172.2,
-1.89818,201.401,182.381,201.401,182.381,-1.91038,1.5064,-1.91038,1.5064,38.7262,1092.15,2.96535,0.403982,175.721,144.98,-1.89818,1.06104,34.2697,737.163,
0.546303,20.3735,76.3162,76.3162,20.3735,1.67551,-0.523836,-0.523836,1.67551,82.4926,116.747,1.38783,1.15167,599.289,65.4787,0.546303,0.271292,556.285,368.419,
-0.499597,179.53,373.88,373.88,179.53,-1.03099,0.678571,0.678571,-1.03099,194.35,719.269,3.14305,0.352421,148.242,117.516,-0.499597,1.25226,42.3872,370.865,
0.868283,127.051,194.196,194.196,127.051,-0.706689,-0.640588,-0.640588,-0.706689,72.1681,313.208,2.97299,0.0661011,341.987,127.774,0.868283,-1.18025,404.559,560.616,
-0.151326,130.28,381.228,381.228,130.28,-0.763332,-0.174379,-0.174379,-0.763332,266.067,456.706,3.54096,0.588953,598.434,296.215,-0.151326,-1.06245,674.917,708.943,
1.4302,113.745,36.2312,113.745,36.2312,2.02495,-0.218308,2.02495,-0.218308,86.8565,214.433,3.76193,1.80665,169.825,128.64,1.4302,-1.44399,61.043,655.673,
0.348863,255.301,291.555,291.555,255.301,-1.03255,-0.918794,-0.918794,-1.03255,187.993,514.465,3.8313,0.113756,643.014,212.585,0.348863,-1.49438,489.073,1051.05,
-0.487767,186.519,223.073,223.073,186.519,2.44097,0.0924574,0.0924574,2.44097,36.873,723.043,3.11789,2.34851,246.85,240.187,-0.487767,2.01012,35.7815,918.22,
1.19668,73.9829,264.28,264.28,73.9829,-0.659546,0.718445,0.718445,-0.659546,190.659,348.508,3.05766,-0.0588985,183.027,50.987,1.19668,0.150585,135.611,218.512,
1.77754,431.926,46.6287,431.926,46.6287,-0.211975,0.554359,-0.211975,0.554359,385.999,304.036,2.97751,-0.342384,55.9685,54.7167,1.77754,-0.587707,28.1576,195.81,
0.475397,131.241,73.5455,131.241,73.5455,-1.29953,-1.04889,-1.29953,-1.04889,93.6946,183.761,2.37126,0.250635,311.551,192.475,0.475397,-2.10614,163,951.201,
-1.61612,101.962,29.101,101.962,29.101,-2.33802,1.45062,-2.33802,1.45062,107.157,361.893,4.75275,0.887405,559.818,175.117,-1.61612,0.413031,415.845,964.39,
1.0134,37.5082,249.811,249.811,37.5082,0.187714,1.27976,1.27976,0.187714,223.686,211.771,2.39673,-1.09205,591.847,297.913,1.0134,1.06432,310.874,834.019,
0.511403,88.0874,169.984,169.984,88.0874,2.09062,1.01814,1.01814,2.09062,211.471,202.036,1.29808,1.07248,440.421,127.198,0.511403,2.45987,506.521,595.664,
1.19664,79.6797,194.121,194.121,79.6797,1.25289,-0.878955,-0.878955,1.25289,124.207,401.045,3.53224,0.373938,247.831,52.5817,1.19664,-1.12963,209.695,393.813,
-0.253357,33.7209,184.828,184.828,33.7209,-0.739438,2.08747,2.08747,-0.739438,173.919,332.727,1.98798,-1.34804,143.259,126.683,-0.253357,1.95426,125.143,433.675,
1.70186,40.2161,96.8043,96.8043,40.2161,-0.988284,1.00887,1.00887,-0.988284,66.7235,189.075,2.56713,-0.0205812,163.604,99.7188,1.70186,-2.15865,84.6234,897.079,
-2.32798,27.714,35.8894,35.8894,27.714,-2.48623,1.92273,1.92273,-2.48623,61.2967,282.939,0.544917,0.563508,68.7485,44.662,-2.32798,1.66616,112.993,400.989,
-0.601797,41.6555,35.6514,41.6555,35.6514,1.74698,-0.604517,1.74698,-0.604517,41.1631,130.569,2.02825,1.14246,338.802,307.674,-0.601797,0.984603,42.6075,859.298,
-1.13875,84.208,284.977,284.977,84.208,-0.957397,0.278469,0.278469,-0.957397,213.007,363.988,3.60511,0.678928,399.98,33.2982,-1.13875,1.48103,367.967,458.058,
-0.245869,69.7593,88.2621,88.2621,69.7593,-0.0926025,-1.94734,-1.94734,-0.0926025,49.0108,224.86,3.72836,-1.85474,318.175,218.979,-0.245869,-1.48079,126.949,626.88,
1.33412,76.0919,70.68,76.0919,70.68,0.674909,0.889825,0.674909,0.889825,14.377,146.917,3.32347,-0.214916,376.832,301.891,1.33412,-0.47372,179.79,955.625,
1.33645,181.688,46.9042,181.688,46.9042,1.40502,0.0636626,1.40502,0.0636626,159.4,211.236,2.18354,1.34136,349.126,227.266,1.33645,0.222626,165.845,643.343,
0.502213,216.727,44.7597,216.727,44.7597,0.783729,-1.40355,0.783729,-1.40355,238.542,282.138,1.14982,-0.619821,483.828,226.928,0.502213,0.740185,320.187,639.533,
-0.872591,237.991,156.684,237.991,156.684,-1.76008,-0.079911,-1.76008,-0.079911,174.806,507.634,3.96611,1.68017,295.888,168.36,-0.872591,0.392044,458.171,310.78,
-0.0689146,101.919,103.003,103.003,101.919,-0.544879,0.560262,0.560262,-0.544879,148.109,185.033,1.52605,-0.0153831,1025.49,452.35,-0.0689146,-0.711088,656.429,1396.84,
2.03912,40.0239,114.517,114.517,40.0239,1.93032,-0.81913,-0.81913,1.93032,115.503,270.787,1.72137,1.11119,159.01,128.881,2.03912,-1.03822,120.96,687.788,
0.82548,31.9659,175.343,175.343,31.9659,1.90357,-1.29953,-1.29953,1.90357,153.367,382.629,2.39728,0.604035,270.15,174.169,0.82548,-1.47848,109.012,753.252,
-1.40203,285.433,202.304,285.433,202.304,1.0767,-0.94246,1.0767,-0.94246,84.2259,746.929,3.19797,0.134243,232.184,205.724,-1.40203,0.874238,70.5961,749.335,
-0.845067,60.1894,133.467,133.467,60.1894,-1.66067,1.99907,1.99907,-1.66067,73.5375,573.008,3.21049,-0.338404,227.044,45.0323,-0.845067,1.76022,215.499,382.608,
1.5764,62.4769,90.797,90.797,62.4769,1.9066,-1.56544,-1.56544,1.9066,42.7953,439.509,2.71232,0.341159,270.95,75.0745,1.5764,-1.03196,234.33,549.539,
1.94273,59.0959,108.903,108.903,59.0959,-1.30975,1.7751,1.7751,-1.30975,78.6018,387.53,2.36418,-0.465347,215.203,190.161,1.94273,-1.34657,36.1397,1086.52,
2.3358,37.9084,35.4928,37.9084,35.4928,1.4178,-1.77924,1.4178,-1.77924,71.5027,174.785,0.456122,-0.36144,123.163,116.7,2.3358,-1.9925,30.0977,1057.3,
-1.25304,208.518,82.4075,208.518,82.4075,-1.45889,0.154892,-1.45889,0.154892,131.374,350.32,3.42337,1.30399,308.948,207.236,-1.25304,0.784209,104.577,791.803,
-1.43721,292.196,365.26,365.26,292.196,-2.05319,1.22975,1.22975,-2.05319,90.9388,1749.08,2.97567,0.823439,199.118,52.842,-1.43721,1.8388,160.446,543.805,
-0.986289,138.707,68.9267,138.707,68.9267,0.719296,-0.0746308,0.719296,-0.0746308,134.808,176.885,1.87993,0.644665,600.461,469.221,-0.986289,0.795505,268.258,1493.32,
-0.804242,185.667,87.006,185.667,87.006,2.09643,-1.14557,2.09643,-1.14557,98.8348,667.988,3.09547,0.950861,78.1412,49.0896,-0.804242,1.12128,89.406,165.785,
-1.2468,23.2512,44.3059,44.3059,23.2512,0.461918,-0.100567,-0.100567,0.461918,31.367,62.5679,2.40034,0.361351,773.04,399.579,-1.2468,1.00709,426.144,1884.22,
-0.573816,142.317,100.763,142.317,100.763,0.907977,-0.527636,0.907977,-0.527636,87.3419,294.028,3.79466,0.380341,655.649,432.101,-0.573816,0.590159,243.42,1246.28,
-1.45917,251.178,32.8446,251.178,32.8446,-1.67724,1.1921,-1.67724,1.1921,228.063,397.531,2.39907,0.485136,362.824,186.208,-1.45917,0.756299,495.428,740.009,
0.328497,379.967,309.856,379.967,309.856,-0.125597,0.576729,-0.125597,0.576729,74.5946,728.556,3.21584,-0.451133,264.697,63.2943,0.328497,1.13328,202.531,279.506,
2.43617,24.953,87.1322,87.1322,24.953,-1.78576,2.1479,2.1479,-1.78576,106.888,328.512,0.740278,-0.362142,69.4622,60.6625,2.43617,-1.17687,46.6777,403.507,
1.28895,43.2982,91.5178,91.5178,43.2982,0.929853,-0.568095,-0.568095,0.929853,56.1071,160.346,2.68185,0.361758,356.319,80.2679,1.28895,-0.715487,297.18,511.298,
0.618664,38.0776,37.3644,38.0776,37.3644,0.00897552,-1.00575,0.00897552,-1.00575,46.1948,71.7817,4.45947,-0.996774,345.256,175.051,0.618664,-1.60077,185.605,823.532,
-0.540882,488.245,197.737,488.245,197.737,0.360024,-0.742665,0.360024,-0.742665,293.051,717.266,3.26564,-0.382641,62.7894,53.5282,-0.540882,0.390886,72.4018,107.315,
1.91519,117.132,66.6466,117.132,66.6466,1.39021,-0.832872,1.39021,-0.832872,55.4901,296.693,3.40298,0.557343,265.557,177.711,1.91519,-0.470202,101.744,780.332,
1.72885,234.75,93.855,234.75,93.855,1.33155,-0.829297,1.33155,-0.829297,142.119,487.303,3.26706,0.502249,213.232,69.1684,1.72885,-1.16733,166.712,538.952,
0.843496,41.9821,159.108,159.108,41.9821,0.756,1.22925,1.22925,0.756,121.072,165.236,3.51895,-0.47325,690.139,495.308,0.843496,1.49977,204.521,1231.31,
-1.0871,33.4549,235.815,235.815,33.4549,-0.992238,-1.85056,-1.85056,-0.992238,204.39,192.117,2.81664,-0.858322,521.53,312.294,-1.0871,-0.682792,268.331,806.448,
0.213845,25.9178,330.088,330.088,25.9178,-0.192019,-0.37617,-0.37617,-0.192019,304.466,185.288,2.99639,-0.18415,564.519,47.9515,0.213845,-0.42492,592.734,188.45,
-2.30084,65.1483,161.361,161.361,65.1483,-1.61166,-0.305153,-0.305153,-1.61166,106.492,246.196,2.69261,1.30651,377.768,283.711,-2.30084,-0.00518107,104.273,1134.77,
-1.22227,54.2789,106.676,106.676,54.2789,-1.32,0.800277,0.800277,-1.32,91.5051,234.307,2.11067,0.519721,245.1,210.704,-1.22227,1.21855,44.5451,836.702,
-1.95928,123.918,173.648,173.648,123.918,-0.0762621,-1.51593,-1.51593,-0.0762621,80.8624,367.236,2.70342,-1.43967,326.175,63.5858,-1.95928,0.277442,277.294,479.997,
-1.35757,324.579,38.1495,324.579,38.1495,-1.61069,-0.170223,-1.61069,-0.170223,293.581,275.385,2.55441,1.44047,322.693,285.026,-1.35757,0.0836888,104.192,764.905,
-1.37447,165.005,113.845,165.005,113.845,0.836298,-2.15626,0.836298,-2.15626,57.6717,642.116,2.94706,-1.31996,267.771,107.558,-1.37447,0.043103,161.459,428.035,
0.296005,389.386,21.0344,389.386,21.0344,1.63424,0.0580059,1.63424,0.0580059,374.059,231.2,2.40587,1.57624,511.374,244.238,0.296005,1.90311,292.709,940.023,
0.144485,61.7597,129.96,129.96,61.7597,-0.445932,1.45888,1.45888,-0.445932,73.3887,265.395,2.8379,-1.01295,617.053,223.725,0.144485,0.987048,401.27,806.183,
0.462138,133.199,57.9891,133.199,57.9891,0.926544,-0.786002,0.926544,-0.786002,75.258,244.232,3.17225,0.140541,452.232,151.908,0.462138,-0.522155,534.934,388.663,
-0.883403,41.5799,134.795,134.795,41.5799,-1.96937,1.61861,1.61861,-1.96937,101.38,460.92,2.60267,0.350759,70.9928,50.8496,-0.883403,1.68165,36.1085,231.579,
0.154511,214.023,288.28,288.28,214.023,-1.69363,0.388891,0.388891,-1.69363,114.881,786.456,3.49634,1.30474,291.569,187.637,0.154511,-1.4498,160.768,614.502,
-1.68956,30.7332,71.6975,71.6975,30.7332,-2.27019,2.21255,2.21255,-2.27019,44.6726,446.176,2.75964,0.0576433,138.704,84.2856,-1.68956,1.82039,153.779,627.82,
1.12704,20.8455,372.352,372.352,20.8455,-0.0650088,-0.202308,-0.202308,-0.0650088,368.105,138.743,1.80346,-0.137299,630.606,41.1034,1.12704,0.439843,669.135,129.522,
0.0984029,97.5034,30.728,97.5034,30.728,-1.5193,1.3171,-1.5193,1.3171,68.3048,238.867,2.87824,0.202198,333.819,82.1224,0.0984029,-2.35806,265.981,607.964,
-0.322037,80.8953,179.245,179.245,80.8953,1.6115,1.11072,1.11072,1.6115,182.641,195.008,4.52807,0.500777,562.148,156.678,-0.322037,2.12885,661.35,965.626,
-0.07152,39.718,62.6846,62.6846,39.718,0.498061,-0.5804,-0.5804,0.498061,25.4135,114.14,2.9231,-0.082339,616.88,537.081,-0.07152,0.0080521,82.5199,1151.96,
-0.960919,61.2432,129.314,129.314,61.2432,1.89603,0.621539,0.621539,1.89603,77.5306,212.14,2.72147,1.27449,424.344,55.6977,-0.960919,1.84655,383.696,655.049,
-0.272746,159.106,56.4586,159.106,56.4586,0.0860389,-0.22843,0.0860389,-0.22843,115.165,184.664,3.69973,-0.142391,670.473,482.229,-0.272746,1.16432,196.119,1442.63,
1.6384,143.616,41.0842,143.616,41.0842,1.89367,0.759894,1.89367,0.759894,122.8,165.732,2.23064,1.13378,295.02,112.453,1.6384,1.19873,193.261,367.89,
1.18205,125.096,52.037,125.096,52.037,-1.64931,1.91183,-1.64931,1.91183,80.0622,491.215,2.73289,-0.262527,215.232,183.624,1.18205,-1.5916,93.1396,840.799,
2.45544,27.2336,46.0738,46.0738,27.2336,2.25788,-1.8998,-1.8998,2.25788,72.1558,279.08,0.367438,0.358077,144.042,31.449,2.45544,-2.48557,149.704,795.807,
-0.278945,136.952,155.584,155.584,136.952,-1.03924,0.256067,0.256067,-1.03924,220.038,279.638,1.44245,0.783168,772.664,59.2268,-0.278945,-0.358646,713.707,428.131,
-1.96027,258.369,111.773,258.369,111.773,-1.46535,0.446578,-1.46535,0.446578,160.62,503.104,3.53029,1.01877,158.378,93.5476,-1.96027,0.694161,85.2995,488.262,
-0.626513,224.817,350.119,350.119,224.817,-1.11543,1.08691,1.08691,-1.11543,125.36,937.102,3.15521,0.0285191,345.629,58.9675,-0.626513,1.73491,291.592,506.067,
1.79882,137.586,66.5168,137.586,66.5168,-0.947892,-1.87315,-0.947892,-1.87315,135.626,177.97,4.43798,-0.925256,157.951,68.4566,1.79882,-2.46442,209.11,868.501,
-1.58322,59.5082,123.568,123.568,59.5082,-1.70221,-0.0568751,-0.0568751,-1.70221,82.1308,227.144,2.53285,1.64533,223.447,115.056,-1.58322,0.771274,112.966,569.007,
0.0669051,46.5,106.267,106.267,46.5,1.11845,-0.23839,-0.23839,1.11845,60.686,173.886,3.29141,0.880062,174.955,91.0152,0.0669051,1.58338,85.8633,328.116,
-1.13605,292.353,306.517,306.517,292.353,1.09857,-0.749013,-0.749013,1.09857,116.42,865.175,3.53005,0.349555,134.042,115.877,-1.13605,1.00354,102.471,393.418,
-0.836109,108.995,28.4115,108.995,28.4115,-0.52086,-0.158503,-0.52086,-0.158503,88.8844,106.73,2.45415,0.362357,283.836,127.392,-0.836109,-1.06134,177.606,373.508,
0.392806,84.6828,73.2713,84.6828,73.2713,0.724171,-0.147949,0.724171,-0.147949,45.9906,166.915,3.71501,0.576222,631.843,310.65,0.392806,0.365818,333.962,881.481,
2.21793,87.66,156.585,156.585,87.66,1.44391,0.820778,0.820778,1.44391,69.4392,245.638,3.21363,0.623128,379.567,378.612,2.21793,0.468207,66.8728,1065.28,
2.01597,20.8431,154.697,154.697,20.8431,2.4167,-1.06428,-1.06428,2.4167,147.648,327.764,4.30318,1.35242,161.357,118.94,2.01597,-1.83218,56.4554,968.358,
-1.18149,338.957,21.9938,338.957,21.9938,-1.22755,-1.02467,-1.22755,-1.02467,318.289,171.13,3.47934,0.20288,330.229,80.1193,-1.18149,-0.0853223,262.465,367.178,
-1.60223,61.1422,152.721,152.721,61.1422,-1.28614,-0.510991,-0.510991,-1.28614,91.6154,207.945,3.11475,0.77515,515.347,336.53,-1.60223,-0.0447614,190.548,1096.56,
0.338596,136.11,53.9571,136.11,53.9571,0.716468,0.748213,0.716468,0.748213,110.07,154.976,2.25835,-0.0317447,725.979,431.821,0.338596,0.768754,307.915,1142.23,
-1.16784,83.721,36.8841,83.721,36.8841,1.19325,-1.72317,1.19325,-1.72317,59.256,249.151,2.47618,-0.529918,173.573,31.4021,-1.16784,1.48696,182.525,275.404,
0.781602,1162.41,119.406,1162.41,119.406,0.159352,-1.09173,0.159352,-1.09173,1043.17,895.517,3.19192,-0.932374,1059.66,154.562,0.781602,-0.85235,1162.57,816.446,
-1.80346,432.044,32.976,432.044,32.976,-0.523293,-0.26798,-0.523293,-0.26798,423.17,195.204,1.88021,0.255313,481.16,57.6066,-1.80346,0.403092,523.982,464.465,
-2.1034,39.349,89.1986,89.1986,39.349,-1.87444,2.05644,2.05644,-1.87444,79.9934,426.625,2.02911,-0.182002,190.459,145.799,-2.1034,1.17652,64.7377,890.181,
-1.02214,218.341,116.504,218.341,116.504,-0.682931,0.193832,-0.682931,0.193832,192.798,309.5,4.21945,0.489098,634.999,117.746,-1.02214,0.592879,598.559,670.698,
-2.16546,74.8421,79.1331,79.1331,74.8421,-1.80522,1.81328,1.81328,-1.80522,8.92721,482.434,3.24336,-0.00805589,273.561,188.892,-2.16546,1.0065,104.302,1155.24,
0.761358,76.9925,76.3264,76.9925,76.3264,1.07433,0.768205,1.07433,0.768205,38.9738,150.143,2.62762,0.306125,514.977,306.381,0.761358,0.174299,231.292,822.919,
-1.88883,46.7033,218.059,218.059,46.7033,-1.24553,0.310136,0.310136,-1.24553,172.837,265.07,2.91731,0.935393,239.621,199.45,-1.88883,0.707769,124.97,852.378,
1.46072,104.212,277.291,277.291,104.212,1.34206,-0.103175,-0.103175,1.34206,218.965,411.365,3.95265,1.23888,493.383,120.098,1.46072,0.53607,376.87,537.53,
-0.440023,158.153,97.1784,158.153,97.1784,1.64658,-0.0944005,1.64658,-0.0944005,62.1157,347.766,3.04596,1.55218,333.495,220.787,-0.440023,1.2926,118.545,758.583,
-0.796516,55.9107,31.9696,55.9107,31.9696,-1.12691,0.894689,-1.12691,0.894689,54.2933,122.2,1.91321,0.232216,740.648,139.039,-0.796516,-0.0283973,607.925,684.32,
-0.233942,261.743,51.706,261.743,51.706,1.58786,0.0727676,1.58786,0.0727676,215.904,298.528,3.57468,1.51509,343.984,219.768,-0.233942,1.97809,124.858,921.921,
-0.293804,230.531,210.318,230.531,210.318,-0.024494,0.401126,-0.024494,0.401126,41.739,448.912,2.97555,-0.376632,209.897,110.739,-0.293804,0.78056,101.125,349.556,
-2.30476,91.8305,116.487,116.487,91.8305,-1.21227,0.370949,0.370949,-1.21227,170.236,217.53,1.23855,0.84132,406.705,120.423,-2.30476,1.07815,291.377,1240.82,
-0.924105,505.121,145.917,505.121,145.917,-1.06458,-0.108337,-1.06458,-0.108337,363.836,603.461,2.92804,0.956243,57.435,35.4769,-0.924105,0.382179,63.4702,93.3358,
0.0423804,101.976,171.294,171.294,101.976,-0.443077,0.460473,0.460473,-0.443077,70.8841,291.393,3.02944,-0.0173966,353.432,193.381,0.0423804,-0.495754,160.788,541.78,
-0.753686,234.199,89.097,234.199,89.097,-1.26706,-0.306333,-1.26706,-0.306333,155.713,317.901,2.74794,0.96073,573.362,112.874,-0.753686,-1.59487,470.786,545.85,
0.919905,62.8469,33.4984,62.8469,33.4984,1.2691,1.08153,1.2691,1.08153,91.6534,30.9259,5.62402,0.187572,684.141,368.985,0.919905,0.825306,315.172,1006.03,
